"Site","Species","Abundance"
46,"Simarouba.amara",3
47,"Simarouba.amara",4
49,"Simarouba.amara",4
50,"Simarouba.amara",3
1,"Siparuna.guianensis",3
2,"Siparuna.guianensis",2
3,"Siparuna.guianensis",1
4,"Siparuna.guianensis",2
6,"Siparuna.guianensis",1
7,"Siparuna.guianensis",1
11,"Siparuna.guianensis",1
16,"Siparuna.guianensis",1
18,"Siparuna.guianensis",1
3,"Siparuna.pauciflora",1
5,"Siparuna.pauciflora",3
9,"Siparuna.pauciflora",1
10,"Siparuna.pauciflora",1
15,"Siparuna.pauciflora",2
19,"Siparuna.pauciflora",1
24,"Siparuna.pauciflora",1
30,"Siparuna.pauciflora",1
31,"Siparuna.pauciflora",1
37,"Siparuna.pauciflora",1
40,"Siparuna.pauciflora",1
43,"Siparuna.pauciflora",1
50,"Siparuna.pauciflora",1
1,"Sloanea.terniflora",1
3,"Sloanea.terniflora",2
4,"Sloanea.terniflora",2
5,"Sloanea.terniflora",3
6,"Sloanea.terniflora",2
7,"Sloanea.terniflora",1
8,"Sloanea.terniflora",2
9,"Sloanea.terniflora",1
10,"Sloanea.terniflora",2
11,"Sloanea.terniflora",1
12,"Sloanea.terniflora",1
13,"Sloanea.terniflora",1
14,"Sloanea.terniflora",1
17,"Sloanea.terniflora",1
19,"Sloanea.terniflora",1
21,"Sloanea.terniflora",1
26,"Sloanea.terniflora",1
28,"Sloanea.terniflora",1
29,"Sloanea.terniflora",1
30,"Sloanea.terniflora",1
31,"Sloanea.terniflora",2
32,"Sloanea.terniflora",2
33,"Sloanea.terniflora",2
34,"Sloanea.terniflora",1
36,"Sloanea.terniflora",3
37,"Sloanea.terniflora",3
38,"Sloanea.terniflora",4
39,"Sloanea.terniflora",1
40,"Sloanea.terniflora",1
41,"Sloanea.terniflora",1
42,"Sloanea.terniflora",7
43,"Sloanea.terniflora",2
44,"Sloanea.terniflora",1
45,"Sloanea.terniflora",5
46,"Sloanea.terniflora",2
47,"Sloanea.terniflora",4
48,"Sloanea.terniflora",3
49,"Sloanea.terniflora",2
50,"Sloanea.terniflora",5
1,"Socratea.exorrhiza",15
2,"Socratea.exorrhiza",22
3,"Socratea.exorrhiza",31
4,"Socratea.exorrhiza",9
5,"Socratea.exorrhiza",55
6,"Socratea.exorrhiza",44
7,"Socratea.exorrhiza",23
8,"Socratea.exorrhiza",22
9,"Socratea.exorrhiza",17
10,"Socratea.exorrhiza",12
11,"Socratea.exorrhiza",5
12,"Socratea.exorrhiza",8
14,"Socratea.exorrhiza",6
15,"Socratea.exorrhiza",7
16,"Socratea.exorrhiza",1
19,"Socratea.exorrhiza",3
20,"Socratea.exorrhiza",6
21,"Socratea.exorrhiza",5
23,"Socratea.exorrhiza",1
24,"Socratea.exorrhiza",5
25,"Socratea.exorrhiza",5
26,"Socratea.exorrhiza",3
31,"Socratea.exorrhiza",8
36,"Socratea.exorrhiza",1
38,"Socratea.exorrhiza",2
42,"Socratea.exorrhiza",3
43,"Socratea.exorrhiza",7
44,"Socratea.exorrhiza",5
45,"Socratea.exorrhiza",9
49,"Socratea.exorrhiza",2
50,"Socratea.exorrhiza",4
5,"Solanum.hayesii",1
10,"Solanum.hayesii",2
15,"Solanum.hayesii",1
16,"Solanum.hayesii",2
21,"Solanum.hayesii",1
23,"Solanum.hayesii",1
27,"Solanum.hayesii",1
32,"Solanum.hayesii",1
35,"Solanum.hayesii",1
36,"Solanum.hayesii",1
1,"Sorocea.affinis",1
2,"Sorocea.affinis",1
3,"Sorocea.affinis",1
4,"Sorocea.affinis",1
6,"Sorocea.affinis",1
10,"Sorocea.affinis",1
11,"Sorocea.affinis",1
15,"Sorocea.affinis",1
19,"Sorocea.affinis",1
23,"Sorocea.affinis",1
24,"Sorocea.affinis",1
27,"Sorocea.affinis",2
28,"Sorocea.affinis",1
29,"Sorocea.affinis",1
31,"Sorocea.affinis",2
32,"Sorocea.affinis",1
43,"Sorocea.affinis",1
45,"Sorocea.affinis",1
47,"Sorocea.affinis",3
48,"Sorocea.affinis",2
49,"Sorocea.affinis",3
20,"Spachea.membranacea",1
25,"Spachea.membranacea",7
1,"Spondias.mombin",1
2,"Spondias.mombin",1
4,"Spondias.mombin",1
5,"Spondias.mombin",1
8,"Spondias.mombin",1
10,"Spondias.mombin",2
12,"Spondias.mombin",1
13,"Spondias.mombin",10
14,"Spondias.mombin",1
17,"Spondias.mombin",1
18,"Spondias.mombin",3
23,"Spondias.mombin",2
30,"Spondias.mombin",1
48,"Spondias.mombin",1
49,"Spondias.mombin",1
50,"Spondias.mombin",1
1,"Spondias.radlkoferi",2
3,"Spondias.radlkoferi",3
4,"Spondias.radlkoferi",3
5,"Spondias.radlkoferi",5
7,"Spondias.radlkoferi",5
9,"Spondias.radlkoferi",1
10,"Spondias.radlkoferi",1
11,"Spondias.radlkoferi",1
13,"Spondias.radlkoferi",1
15,"Spondias.radlkoferi",2
16,"Spondias.radlkoferi",2
18,"Spondias.radlkoferi",3
20,"Spondias.radlkoferi",3
21,"Spondias.radlkoferi",1
22,"Spondias.radlkoferi",1
23,"Spondias.radlkoferi",2
24,"Spondias.radlkoferi",1
25,"Spondias.radlkoferi",2
29,"Spondias.radlkoferi",2
30,"Spondias.radlkoferi",1
31,"Spondias.radlkoferi",1
32,"Spondias.radlkoferi",1
34,"Spondias.radlkoferi",1
35,"Spondias.radlkoferi",1
36,"Spondias.radlkoferi",3
37,"Spondias.radlkoferi",1
39,"Spondias.radlkoferi",1
40,"Spondias.radlkoferi",2
41,"Spondias.radlkoferi",3
42,"Spondias.radlkoferi",1
43,"Spondias.radlkoferi",1
46,"Spondias.radlkoferi",1
48,"Spondias.radlkoferi",2
49,"Spondias.radlkoferi",1
50,"Spondias.radlkoferi",1
1,"Sterculia.apetala",1
2,"Sterculia.apetala",2
6,"Sterculia.apetala",1
7,"Sterculia.apetala",1
13,"Sterculia.apetala",3
17,"Sterculia.apetala",1
18,"Sterculia.apetala",2
19,"Sterculia.apetala",1
23,"Sterculia.apetala",1
26,"Sterculia.apetala",1
28,"Sterculia.apetala",1
30,"Sterculia.apetala",1
32,"Sterculia.apetala",2
37,"Sterculia.apetala",1
41,"Sterculia.apetala",1
42,"Sterculia.apetala",1
43,"Sterculia.apetala",1
45,"Sterculia.apetala",1
46,"Sterculia.apetala",2
47,"Sterculia.apetala",1
1,"Swartzia.simplex.var.grandiflora",3
2,"Swartzia.simplex.var.grandiflora",3
4,"Swartzia.simplex.var.grandiflora",1
5,"Swartzia.simplex.var.grandiflora",1
6,"Swartzia.simplex.var.grandiflora",9
7,"Swartzia.simplex.var.grandiflora",9
8,"Swartzia.simplex.var.grandiflora",5
9,"Swartzia.simplex.var.grandiflora",5
11,"Swartzia.simplex.var.grandiflora",10
12,"Swartzia.simplex.var.grandiflora",13
13,"Swartzia.simplex.var.grandiflora",2
14,"Swartzia.simplex.var.grandiflora",3
15,"Swartzia.simplex.var.grandiflora",1
16,"Swartzia.simplex.var.grandiflora",5
17,"Swartzia.simplex.var.grandiflora",6
18,"Swartzia.simplex.var.grandiflora",9
19,"Swartzia.simplex.var.grandiflora",6
20,"Swartzia.simplex.var.grandiflora",2
21,"Swartzia.simplex.var.grandiflora",2
22,"Swartzia.simplex.var.grandiflora",6
23,"Swartzia.simplex.var.grandiflora",2
24,"Swartzia.simplex.var.grandiflora",4
25,"Swartzia.simplex.var.grandiflora",2
26,"Swartzia.simplex.var.grandiflora",5
27,"Swartzia.simplex.var.grandiflora",6
28,"Swartzia.simplex.var.grandiflora",8
29,"Swartzia.simplex.var.grandiflora",6
30,"Swartzia.simplex.var.grandiflora",3
32,"Swartzia.simplex.var.grandiflora",4
33,"Swartzia.simplex.var.grandiflora",13
34,"Swartzia.simplex.var.grandiflora",14
35,"Swartzia.simplex.var.grandiflora",4
37,"Swartzia.simplex.var.grandiflora",8
38,"Swartzia.simplex.var.grandiflora",10
39,"Swartzia.simplex.var.grandiflora",5
40,"Swartzia.simplex.var.grandiflora",1
42,"Swartzia.simplex.var.grandiflora",3
43,"Swartzia.simplex.var.grandiflora",8
44,"Swartzia.simplex.var.grandiflora",3
45,"Swartzia.simplex.var.grandiflora",1
48,"Swartzia.simplex.var.grandiflora",4
49,"Swartzia.simplex.var.grandiflora",2
50,"Swartzia.simplex.var.grandiflora",1
1,"Swartzia.simplex.continentalis",1
2,"Swartzia.simplex.continentalis",4
3,"Swartzia.simplex.continentalis",2
4,"Swartzia.simplex.continentalis",2
5,"Swartzia.simplex.continentalis",1
6,"Swartzia.simplex.continentalis",5
7,"Swartzia.simplex.continentalis",7
11,"Swartzia.simplex.continentalis",5
12,"Swartzia.simplex.continentalis",13
13,"Swartzia.simplex.continentalis",2
14,"Swartzia.simplex.continentalis",3
16,"Swartzia.simplex.continentalis",5
17,"Swartzia.simplex.continentalis",4
18,"Swartzia.simplex.continentalis",2
19,"Swartzia.simplex.continentalis",4
21,"Swartzia.simplex.continentalis",1
22,"Swartzia.simplex.continentalis",4
23,"Swartzia.simplex.continentalis",4
24,"Swartzia.simplex.continentalis",3
25,"Swartzia.simplex.continentalis",1
26,"Swartzia.simplex.continentalis",2
27,"Swartzia.simplex.continentalis",4
28,"Swartzia.simplex.continentalis",1
29,"Swartzia.simplex.continentalis",4
31,"Swartzia.simplex.continentalis",1
32,"Swartzia.simplex.continentalis",3
33,"Swartzia.simplex.continentalis",4
34,"Swartzia.simplex.continentalis",2
35,"Swartzia.simplex.continentalis",1
36,"Swartzia.simplex.continentalis",3
37,"Swartzia.simplex.continentalis",3
38,"Swartzia.simplex.continentalis",2
39,"Swartzia.simplex.continentalis",3
40,"Swartzia.simplex.continentalis",3
42,"Swartzia.simplex.continentalis",1
44,"Swartzia.simplex.continentalis",2
45,"Swartzia.simplex.continentalis",1
47,"Swartzia.simplex.continentalis",1
48,"Swartzia.simplex.continentalis",2
49,"Swartzia.simplex.continentalis",1
50,"Swartzia.simplex.continentalis",1
2,"Symphonia.globulifera",1
3,"Symphonia.globulifera",1
4,"Symphonia.globulifera",1
5,"Symphonia.globulifera",2
8,"Symphonia.globulifera",1
9,"Symphonia.globulifera",1
12,"Symphonia.globulifera",1
15,"Symphonia.globulifera",2
16,"Symphonia.globulifera",1
21,"Symphonia.globulifera",2
24,"Symphonia.globulifera",1
25,"Symphonia.globulifera",1
39,"Symphonia.globulifera",1
41,"Symphonia.globulifera",2
42,"Symphonia.globulifera",1
45,"Symphonia.globulifera",2
47,"Symphonia.globulifera",1
49,"Symphonia.globulifera",1
50,"Symphonia.globulifera",3
1,"Handroanthus.guayacan",1
3,"Handroanthus.guayacan",1
6,"Handroanthus.guayacan",1
13,"Handroanthus.guayacan",2
14,"Handroanthus.guayacan",1
15,"Handroanthus.guayacan",1
17,"Handroanthus.guayacan",1
22,"Handroanthus.guayacan",2
24,"Handroanthus.guayacan",1
27,"Handroanthus.guayacan",2
28,"Handroanthus.guayacan",6
29,"Handroanthus.guayacan",1
30,"Handroanthus.guayacan",4
35,"Handroanthus.guayacan",1
43,"Handroanthus.guayacan",2
44,"Handroanthus.guayacan",1
46,"Handroanthus.guayacan",1
50,"Handroanthus.guayacan",1
1,"Tabebuia.rosea",1
2,"Tabebuia.rosea",2
3,"Tabebuia.rosea",1
4,"Tabebuia.rosea",2
5,"Tabebuia.rosea",3
7,"Tabebuia.rosea",1
13,"Tabebuia.rosea",6
16,"Tabebuia.rosea",1
17,"Tabebuia.rosea",1
20,"Tabebuia.rosea",1
21,"Tabebuia.rosea",2
23,"Tabebuia.rosea",4
26,"Tabebuia.rosea",2
28,"Tabebuia.rosea",1
30,"Tabebuia.rosea",3
31,"Tabebuia.rosea",2
32,"Tabebuia.rosea",1
33,"Tabebuia.rosea",5
36,"Tabebuia.rosea",2
37,"Tabebuia.rosea",1
38,"Tabebuia.rosea",1
39,"Tabebuia.rosea",4
40,"Tabebuia.rosea",2
41,"Tabebuia.rosea",1
42,"Tabebuia.rosea",1
44,"Tabebuia.rosea",2
45,"Tabebuia.rosea",1
46,"Tabebuia.rosea",3
47,"Tabebuia.rosea",3
48,"Tabebuia.rosea",5
49,"Tabebuia.rosea",2
50,"Tabebuia.rosea",1
1,"Tabernaemontana.arborea",9
2,"Tabernaemontana.arborea",5
3,"Tabernaemontana.arborea",6
4,"Tabernaemontana.arborea",10
5,"Tabernaemontana.arborea",16
6,"Tabernaemontana.arborea",11
7,"Tabernaemontana.arborea",9
8,"Tabernaemontana.arborea",8
9,"Tabernaemontana.arborea",12
10,"Tabernaemontana.arborea",10
11,"Tabernaemontana.arborea",4
12,"Tabernaemontana.arborea",6
13,"Tabernaemontana.arborea",12
14,"Tabernaemontana.arborea",22
15,"Tabernaemontana.arborea",8
16,"Tabernaemontana.arborea",11
17,"Tabernaemontana.arborea",3
18,"Tabernaemontana.arborea",10
19,"Tabernaemontana.arborea",9
20,"Tabernaemontana.arborea",13
21,"Tabernaemontana.arborea",4
22,"Tabernaemontana.arborea",10
23,"Tabernaemontana.arborea",5
24,"Tabernaemontana.arborea",9
25,"Tabernaemontana.arborea",6
26,"Tabernaemontana.arborea",4
27,"Tabernaemontana.arborea",12
28,"Tabernaemontana.arborea",5
29,"Tabernaemontana.arborea",2
30,"Tabernaemontana.arborea",21
31,"Tabernaemontana.arborea",1
32,"Tabernaemontana.arborea",4
33,"Tabernaemontana.arborea",2
34,"Tabernaemontana.arborea",5
35,"Tabernaemontana.arborea",2
36,"Tabernaemontana.arborea",1
38,"Tabernaemontana.arborea",4
39,"Tabernaemontana.arborea",3
40,"Tabernaemontana.arborea",2
41,"Tabernaemontana.arborea",1
42,"Tabernaemontana.arborea",2
44,"Tabernaemontana.arborea",1
45,"Tabernaemontana.arborea",2
46,"Tabernaemontana.arborea",2
47,"Tabernaemontana.arborea",1
48,"Tabernaemontana.arborea",8
49,"Tabernaemontana.arborea",2
50,"Tabernaemontana.arborea",7
1,"Tachigali.versicolor",6
2,"Tachigali.versicolor",1
3,"Tachigali.versicolor",3
4,"Tachigali.versicolor",3
6,"Tachigali.versicolor",1
7,"Tachigali.versicolor",2
9,"Tachigali.versicolor",3
10,"Tachigali.versicolor",1
11,"Tachigali.versicolor",4
12,"Tachigali.versicolor",2
13,"Tachigali.versicolor",3
15,"Tachigali.versicolor",5
16,"Tachigali.versicolor",2
17,"Tachigali.versicolor",1
18,"Tachigali.versicolor",3
19,"Tachigali.versicolor",2
20,"Tachigali.versicolor",3
21,"Tachigali.versicolor",1
22,"Tachigali.versicolor",1
23,"Tachigali.versicolor",1
24,"Tachigali.versicolor",3
25,"Tachigali.versicolor",3
26,"Tachigali.versicolor",4
27,"Tachigali.versicolor",2
28,"Tachigali.versicolor",8
29,"Tachigali.versicolor",2
30,"Tachigali.versicolor",1
31,"Tachigali.versicolor",5
32,"Tachigali.versicolor",1
33,"Tachigali.versicolor",1
35,"Tachigali.versicolor",1
36,"Tachigali.versicolor",1
37,"Tachigali.versicolor",1
38,"Tachigali.versicolor",1
39,"Tachigali.versicolor",2
41,"Tachigali.versicolor",3
42,"Tachigali.versicolor",1
43,"Tachigali.versicolor",2
45,"Tachigali.versicolor",2
46,"Tachigali.versicolor",1
47,"Tachigali.versicolor",1
49,"Tachigali.versicolor",2
50,"Tachigali.versicolor",2
13,"Talisia.nervosa",1
1,"Talisia.princeps",1
26,"Talisia.princeps",1
28,"Talisia.princeps",1
1,"Terminalia.amazonia",1
5,"Terminalia.amazonia",1
6,"Terminalia.amazonia",1
13,"Terminalia.amazonia",5
14,"Terminalia.amazonia",2
18,"Terminalia.amazonia",2
20,"Terminalia.amazonia",1
23,"Terminalia.amazonia",6
24,"Terminalia.amazonia",1
25,"Terminalia.amazonia",2
29,"Terminalia.amazonia",1
31,"Terminalia.amazonia",1
35,"Terminalia.amazonia",2
40,"Terminalia.amazonia",1
49,"Terminalia.amazonia",1
16,"Terminalia.oblonga",3
21,"Terminalia.oblonga",1
22,"Terminalia.oblonga",1
25,"Terminalia.oblonga",2
26,"Terminalia.oblonga",5
27,"Terminalia.oblonga",10
31,"Terminalia.oblonga",8
32,"Terminalia.oblonga",2
48,"Terminalia.oblonga",2
49,"Terminalia.oblonga",9
1,"Tetragastris.panamensis",5
2,"Tetragastris.panamensis",7
3,"Tetragastris.panamensis",10
4,"Tetragastris.panamensis",10
5,"Tetragastris.panamensis",7
6,"Tetragastris.panamensis",17
7,"Tetragastris.panamensis",8
8,"Tetragastris.panamensis",9
9,"Tetragastris.panamensis",5
10,"Tetragastris.panamensis",6
11,"Tetragastris.panamensis",10
12,"Tetragastris.panamensis",10
13,"Tetragastris.panamensis",6
14,"Tetragastris.panamensis",5
15,"Tetragastris.panamensis",3
16,"Tetragastris.panamensis",6
17,"Tetragastris.panamensis",13
18,"Tetragastris.panamensis",11
19,"Tetragastris.panamensis",9
20,"Tetragastris.panamensis",4
21,"Tetragastris.panamensis",4
22,"Tetragastris.panamensis",9
23,"Tetragastris.panamensis",11
24,"Tetragastris.panamensis",15
25,"Tetragastris.panamensis",7
26,"Tetragastris.panamensis",6
27,"Tetragastris.panamensis",11
28,"Tetragastris.panamensis",13
29,"Tetragastris.panamensis",8
30,"Tetragastris.panamensis",5
31,"Tetragastris.panamensis",5
32,"Tetragastris.panamensis",4
33,"Tetragastris.panamensis",1
34,"Tetragastris.panamensis",2
35,"Tetragastris.panamensis",1
36,"Tetragastris.panamensis",5
37,"Tetragastris.panamensis",9
38,"Tetragastris.panamensis",1
39,"Tetragastris.panamensis",2
40,"Tetragastris.panamensis",1
41,"Tetragastris.panamensis",7
42,"Tetragastris.panamensis",7
43,"Tetragastris.panamensis",6
44,"Tetragastris.panamensis",4
45,"Tetragastris.panamensis",9
46,"Tetragastris.panamensis",20
47,"Tetragastris.panamensis",25
48,"Tetragastris.panamensis",8
49,"Tetragastris.panamensis",4
50,"Tetragastris.panamensis",8
18,"Tetrathylacium.johansenii",2
23,"Tetrathylacium.johansenii",2
27,"Tetrathylacium.johansenii",1
30,"Tetrathylacium.johansenii",1
34,"Tetrathylacium.johansenii",1
1,"Theobroma.cacao",1
2,"Theobroma.cacao",1
5,"Theobroma.cacao",1
16,"Theobroma.cacao",1
24,"Theobroma.cacao",1
25,"Theobroma.cacao",1
29,"Theobroma.cacao",1
32,"Theobroma.cacao",1
41,"Theobroma.cacao",1
43,"Theobroma.cacao",1
50,"Theobroma.cacao",2
23,"Thevetia.ahouai",1
41,"Thevetia.ahouai",1
2,"Tocoyena.pittieri",1
12,"Tocoyena.pittieri",1
21,"Tocoyena.pittieri",1
33,"Tocoyena.pittieri",1
50,"Tocoyena.pittieri",1
1,"Trattinnickia.aspera",3
2,"Trattinnickia.aspera",1
3,"Trattinnickia.aspera",1
5,"Trattinnickia.aspera",2
8,"Trattinnickia.aspera",2
9,"Trattinnickia.aspera",2
10,"Trattinnickia.aspera",1
15,"Trattinnickia.aspera",1
16,"Trattinnickia.aspera",1
17,"Trattinnickia.aspera",3
19,"Trattinnickia.aspera",3
21,"Trattinnickia.aspera",1
24,"Trattinnickia.aspera",1
27,"Trattinnickia.aspera",1
28,"Trattinnickia.aspera",1
36,"Trattinnickia.aspera",4
37,"Trattinnickia.aspera",1
40,"Trattinnickia.aspera",1
46,"Trattinnickia.aspera",7
47,"Trattinnickia.aspera",1
48,"Trattinnickia.aspera",1
50,"Trattinnickia.aspera",1
4,"Trema.micrantha",2
5,"Trema.micrantha",1
11,"Trema.micrantha",1
12,"Trema.micrantha",1
19,"Trema.micrantha",1
23,"Trema.micrantha",1
25,"Trema.micrantha",1
28,"Trema.micrantha",1
39,"Trema.micrantha",3
42,"Trema.micrantha",1
44,"Trema.micrantha",1
50,"Trema.micrantha",1
24,"Trichanthera.gigantea",1
25,"Trichanthera.gigantea",1
2,"Trichilia.pallida",1
4,"Trichilia.pallida",1
7,"Trichilia.pallida",1
11,"Trichilia.pallida",2
12,"Trichilia.pallida",1
13,"Trichilia.pallida",8
14,"Trichilia.pallida",1
15,"Trichilia.pallida",6
16,"Trichilia.pallida",3
17,"Trichilia.pallida",2
18,"Trichilia.pallida",5
19,"Trichilia.pallida",1
20,"Trichilia.pallida",10
22,"Trichilia.pallida",1
23,"Trichilia.pallida",1
24,"Trichilia.pallida",2
25,"Trichilia.pallida",6
26,"Trichilia.pallida",1
27,"Trichilia.pallida",3
30,"Trichilia.pallida",4
31,"Trichilia.pallida",1
32,"Trichilia.pallida",8
33,"Trichilia.pallida",1
34,"Trichilia.pallida",2
35,"Trichilia.pallida",1
37,"Trichilia.pallida",4
38,"Trichilia.pallida",1
40,"Trichilia.pallida",2
47,"Trichilia.pallida",1
49,"Trichilia.pallida",1
1,"Trichilia.tuberculata",18
2,"Trichilia.tuberculata",27
3,"Trichilia.tuberculata",28
4,"Trichilia.tuberculata",35
5,"Trichilia.tuberculata",15
6,"Trichilia.tuberculata",31
7,"Trichilia.tuberculata",27
8,"Trichilia.tuberculata",36
9,"Trichilia.tuberculata",65
10,"Trichilia.tuberculata",46
11,"Trichilia.tuberculata",41
12,"Trichilia.tuberculata",46
13,"Trichilia.tuberculata",35
14,"Trichilia.tuberculata",33
15,"Trichilia.tuberculata",33
16,"Trichilia.tuberculata",25
17,"Trichilia.tuberculata",36
18,"Trichilia.tuberculata",23
19,"Trichilia.tuberculata",44
20,"Trichilia.tuberculata",33
21,"Trichilia.tuberculata",23
22,"Trichilia.tuberculata",42
23,"Trichilia.tuberculata",23
24,"Trichilia.tuberculata",38
25,"Trichilia.tuberculata",26
26,"Trichilia.tuberculata",15
27,"Trichilia.tuberculata",20
28,"Trichilia.tuberculata",43
29,"Trichilia.tuberculata",47
30,"Trichilia.tuberculata",33
31,"Trichilia.tuberculata",33
32,"Trichilia.tuberculata",50
33,"Trichilia.tuberculata",37
34,"Trichilia.tuberculata",31
35,"Trichilia.tuberculata",30
36,"Trichilia.tuberculata",28
37,"Trichilia.tuberculata",33
38,"Trichilia.tuberculata",59
39,"Trichilia.tuberculata",79
40,"Trichilia.tuberculata",97
41,"Trichilia.tuberculata",19
42,"Trichilia.tuberculata",15
43,"Trichilia.tuberculata",36
44,"Trichilia.tuberculata",26
45,"Trichilia.tuberculata",26
46,"Trichilia.tuberculata",16
47,"Trichilia.tuberculata",16
48,"Trichilia.tuberculata",19
49,"Trichilia.tuberculata",26
50,"Trichilia.tuberculata",18
20,"Trichospermum.galeottii",1
6,"Triplaris.cumingiana",1
10,"Triplaris.cumingiana",1
11,"Triplaris.cumingiana",1
12,"Triplaris.cumingiana",3
13,"Triplaris.cumingiana",13
14,"Triplaris.cumingiana",7
16,"Triplaris.cumingiana",2
17,"Triplaris.cumingiana",3
18,"Triplaris.cumingiana",6
19,"Triplaris.cumingiana",1
21,"Triplaris.cumingiana",2
22,"Triplaris.cumingiana",1
23,"Triplaris.cumingiana",11
24,"Triplaris.cumingiana",1
25,"Triplaris.cumingiana",3
26,"Triplaris.cumingiana",2
27,"Triplaris.cumingiana",3
31,"Triplaris.cumingiana",1
32,"Triplaris.cumingiana",13
33,"Triplaris.cumingiana",11
34,"Triplaris.cumingiana",11
35,"Triplaris.cumingiana",1
37,"Triplaris.cumingiana",3
38,"Triplaris.cumingiana",6
39,"Triplaris.cumingiana",4
40,"Triplaris.cumingiana",5
41,"Triplaris.cumingiana",1
43,"Triplaris.cumingiana",1
44,"Triplaris.cumingiana",6
45,"Triplaris.cumingiana",5
46,"Triplaris.cumingiana",1
47,"Triplaris.cumingiana",3
48,"Triplaris.cumingiana",6
49,"Triplaris.cumingiana",4
50,"Triplaris.cumingiana",4
1,"Trophis.caucana",2
5,"Trophis.caucana",2
11,"Trophis.caucana",2
17,"Trophis.caucana",1
21,"Trophis.caucana",1
22,"Trophis.caucana",1
26,"Trophis.caucana",1
43,"Trophis.caucana",4
44,"Trophis.caucana",1
45,"Trophis.caucana",4
48,"Trophis.caucana",3
49,"Trophis.caucana",8
50,"Trophis.caucana",3
1,"Trophis.racemosa",1
2,"Trophis.racemosa",1
4,"Trophis.racemosa",1
7,"Trophis.racemosa",1
10,"Trophis.racemosa",2
14,"Trophis.racemosa",1
16,"Trophis.racemosa",2
18,"Trophis.racemosa",2
19,"Trophis.racemosa",3
23,"Trophis.racemosa",1
24,"Trophis.racemosa",1
25,"Trophis.racemosa",2
26,"Trophis.racemosa",1
27,"Trophis.racemosa",1
30,"Trophis.racemosa",2
31,"Trophis.racemosa",1
32,"Trophis.racemosa",2
33,"Trophis.racemosa",1
40,"Trophis.racemosa",1
43,"Trophis.racemosa",1
47,"Trophis.racemosa",2
48,"Trophis.racemosa",2
2,"Turpinia.occidentalis",1
3,"Turpinia.occidentalis",1
4,"Turpinia.occidentalis",4
5,"Turpinia.occidentalis",2
6,"Turpinia.occidentalis",1
8,"Turpinia.occidentalis",1
9,"Turpinia.occidentalis",1
10,"Turpinia.occidentalis",1
11,"Turpinia.occidentalis",1
12,"Turpinia.occidentalis",1
15,"Turpinia.occidentalis",5
16,"Turpinia.occidentalis",2
20,"Turpinia.occidentalis",5
21,"Turpinia.occidentalis",1
22,"Turpinia.occidentalis",1
24,"Turpinia.occidentalis",2
27,"Turpinia.occidentalis",7
28,"Turpinia.occidentalis",1
29,"Turpinia.occidentalis",3
30,"Turpinia.occidentalis",1
33,"Turpinia.occidentalis",2
34,"Turpinia.occidentalis",1
36,"Turpinia.occidentalis",2
37,"Turpinia.occidentalis",5
39,"Turpinia.occidentalis",2
40,"Turpinia.occidentalis",1
41,"Turpinia.occidentalis",2
50,"Turpinia.occidentalis",1
1,"Unonopsis.pittieri",1
2,"Unonopsis.pittieri",5
3,"Unonopsis.pittieri",12
4,"Unonopsis.pittieri",3
5,"Unonopsis.pittieri",4
6,"Unonopsis.pittieri",3
7,"Unonopsis.pittieri",3
8,"Unonopsis.pittieri",2
9,"Unonopsis.pittieri",5
10,"Unonopsis.pittieri",9
11,"Unonopsis.pittieri",4
14,"Unonopsis.pittieri",3
15,"Unonopsis.pittieri",11
16,"Unonopsis.pittieri",1
19,"Unonopsis.pittieri",4
20,"Unonopsis.pittieri",10
21,"Unonopsis.pittieri",6
22,"Unonopsis.pittieri",1
23,"Unonopsis.pittieri",1
24,"Unonopsis.pittieri",3
25,"Unonopsis.pittieri",3
26,"Unonopsis.pittieri",4
29,"Unonopsis.pittieri",5
30,"Unonopsis.pittieri",1
31,"Unonopsis.pittieri",3
32,"Unonopsis.pittieri",4
33,"Unonopsis.pittieri",5
34,"Unonopsis.pittieri",1
36,"Unonopsis.pittieri",9
37,"Unonopsis.pittieri",8
38,"Unonopsis.pittieri",2
41,"Unonopsis.pittieri",4
42,"Unonopsis.pittieri",5
43,"Unonopsis.pittieri",5
44,"Unonopsis.pittieri",3
45,"Unonopsis.pittieri",4
49,"Unonopsis.pittieri",2
50,"Unonopsis.pittieri",4
6,"Virola.multiflora",2
10,"Virola.multiflora",1
12,"Virola.multiflora",1
16,"Virola.multiflora",1
21,"Virola.multiflora",2
26,"Virola.multiflora",1
30,"Virola.multiflora",1
31,"Virola.multiflora",5
36,"Virola.multiflora",2
37,"Virola.multiflora",2
41,"Virola.multiflora",2
42,"Virola.multiflora",3
48,"Virola.multiflora",1
50,"Virola.multiflora",1
1,"Virola.sebifera",17
2,"Virola.sebifera",12
3,"Virola.sebifera",11
4,"Virola.sebifera",16
5,"Virola.sebifera",31
6,"Virola.sebifera",19
7,"Virola.sebifera",8
8,"Virola.sebifera",19
9,"Virola.sebifera",16
10,"Virola.sebifera",17
11,"Virola.sebifera",6
12,"Virola.sebifera",6
14,"Virola.sebifera",17
15,"Virola.sebifera",16
16,"Virola.sebifera",24
17,"Virola.sebifera",5
19,"Virola.sebifera",12
20,"Virola.sebifera",15
21,"Virola.sebifera",15
22,"Virola.sebifera",7
23,"Virola.sebifera",9
24,"Virola.sebifera",12
